"","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","vervet_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","gse_slope30m","build_dens","settle_dist"
"1977",301,327,"NA","uuid:c934cd07-9e7e-4768-bc98-839c8ab0cb98","Park nyigoti",53,"Female","Msukuma","None","No","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",13,"Yes","15_30","9","5","Guarding Fire Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","8","11","13","NA","3","13","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","22","15","NA","NA","NA","Hyena","NA","Hyena","NA","","Rarely","","","",1496.5,4,"uuid:c934cd07-9e7e-4768-bc98-839c8ab0cb98",1,0,0,0,0,0,0,1,0,0,1,"hyena",301,0.284057974815369,0.0375845395028591,0.434718191623688,0.0452657006680965,0.0101127214729786,3.58576941490173,16.0579719543457,697.759155273438
"1978",302,328,"NA","uuid:8eb33ede-5505-4a6f-b88e-9e67c3309c71","Miseke",53,"Male","Mwikoma","Primary","Yes","3",1,"Men Women",1,1,"NA","NA","2","NA","NA","1",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",5,"Yes","0_15","9","2","Guarding Fire Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep","150","40","NA","NA","NA","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1457.4,5,"uuid:8eb33ede-5505-4a6f-b88e-9e67c3309c71",1,0,0,0,0,0,0,0,0,0,0,"hyena",302,0.256360709667206,0.0475845411419868,0.452673107385635,0.0484541058540344,0.0124637680128217,3.45128440856934,15.6666669845581,107.76530456543
"1979",303,329,"NA","uuid:541325a8-5dc1-4f16-b847-64780f0b8d4e","Romakendo",25,"Female","Mwikoma","Primary","Yes","6",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"2","NA","1","1","1","1",4,"Frequently","Yes","No","No_conflict","Weather",2,"No","30_45","9","1","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1569.5,5,"uuid:541325a8-5dc1-4f16-b847-64780f0b8d4e",0,0,0,0,0,0,0,0,0,0,0,"hyena",303,0.415297895669937,0.0217713359743357,0.177648946642876,0.0352656990289688,0.0139291463419795,2.87541699409485,36.5942039489746,6522.11279296875
"1980",304,330,"NA","uuid:6f0835d9-f94f-4d01-a14c-d4fc51fb96dd","Miseke",53,"Male","Mwikoma","Primary","Yes","9",1,"Young_boy Men Women",1,1,"4","NA","3","NA","NA","2",4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",5,"Yes","0_15","8","3","Guarding Fire Shouting Chasing","","Elephant Other","Tumbili","Elephant","","Never","Cattle Sheep Goat Dog Chicken Other","12","4","2","NA","3","4","NA","1","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Sheep","1","NA","1","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","Elephant Hyena",1530.9,4.9,"uuid:6f0835d9-f94f-4d01-a14c-d4fc51fb96dd",1,0,0,0,1,1,0,1,0,0,1,"hyena",304,0.422479867935181,0.026247987523675,0.186296299099922,0.0423671491444111,0.00922705326229334,3.11376738548279,29.1884059906006,4913.76318359375
"1981",305,331,"NA","uuid:62e55b4f-7471-4422-82a2-b309d778fdb5","Miseke",23,"Male","Mwikoma","Primary","Yes","6",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","No","Crop_damage","Wildlife",5,"No","60_plus","9","4","Guarding Shouting Chasing","","Elephant Other","Bushpig","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1525.1,4.6,"uuid:62e55b4f-7471-4422-82a2-b309d778fdb5",1,0,0,0,1,0,0,0,0,0,0,"hyena",305,0.407809972763062,0.0279871169477701,0.187117546796799,0.043848630040884,0.00837359111756086,3.19488549232483,27.0579719543457,5135.2958984375
"1982",306,332,"NA","uuid:5aa66ac9-53a5-488b-afc9-d19e3b957d8c","Kazi",35,"Female","Mwikoma","Primary","Yes","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","No_conflict","Weather",4,"Yes","0_15","9","5","None","","","","","","","Cattle Sheep Goat Dog Chicken","20","2","2","NA","3","12","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1461.8,4.9,"uuid:5aa66ac9-53a5-488b-afc9-d19e3b957d8c",0,0,0,0,0,0,0,0,0,0,0,"hyena",306,0.430161029100418,0.0280515290796757,0.184283420443535,0.0456038638949394,0.00876006484031677,3.0558774471283,36.7391319274902,6496.31103515625
"1983",307,333,"NA","uuid:e2be0998-efd1-4ebb-9abb-f45ef8dd9cea","Kazi",52,"Female","Mwikoma","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Livestock_loss_med","Weather",14,"Yes","0_15","9","4","Guarding Shouting","","","","","","","Cattle Sheep Goat Dog Chicken","4","10","8","NA","3","12","NA","NA","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","3","2","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1445.6,4.5,"uuid:e2be0998-efd1-4ebb-9abb-f45ef8dd9cea",0,0,0,0,0,0,0,1,0,0,1,"hyena",307,0.473497271537781,0.0268012769520283,0.161049127578735,0.0394473597407341,0.00577111495658755,3.03424096107483,31.4202899932861,6151.9228515625
"1984",308,334,"NA","uuid:b07a2dbd-8fc5-4e93-bc86-3e501536d2cd","Kazi",47,"Male","Mwikoma","Primary","Yes","10",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"2","3","1","3","NA","1",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",3,"Yes","0_15","9","2","Guarding","","Elephant","","Elephant","","Often","Cattle Dog Chicken","26","NA","NA","NA","1","21","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1532.7,4.9,"uuid:b07a2dbd-8fc5-4e93-bc86-3e501536d2cd",1,0,0,0,0,0,0,0,0,0,0,"hyena",308,0.449130445718765,0.025346215814352,0.169210955500603,0.041223831474781,0.00513687590137124,3.2612726688385,22.043478012085,4915.7626953125
"1985",309,335,"NA","uuid:8652ed78-5dd5-498e-92d1-9da848e3859c","Miseke",40,"Male","Mwikoma","Primary","Yes","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",8,"No","45_60","9","2","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","60","6","12","NA","4","20","NA","NA","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1583.3,5,"uuid:8652ed78-5dd5-498e-92d1-9da848e3859c",1,0,0,0,0,0,0,0,0,0,0,"hyena",309,0.441948473453522,0.024315619841218,0.192624792456627,0.0416747182607651,0.0076489532366395,3.32204699516296,21.6376819610596,3272.50756835938
"1986",310,336,"NA","uuid:faa7c3b4-057f-4a05-bcbd-8107a7b05061","Morotonga",28,"Male","Mwikoma","Primary","Yes","6",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","No","No_conflict","Weather",5,"Yes","0_15","9","3","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1585.7,3.7,"uuid:faa7c3b4-057f-4a05-bcbd-8107a7b05061",0,0,0,0,0,0,0,0,0,0,0,"hyena",310,0.346328496932983,0.0323993563652039,0.203301131725311,0.0456843785941601,0.0171658620238304,2.86266875267029,108.797103881836,9581.234375
"1987",311,337,"NA","uuid:4c6e2b44-152a-4070-a54f-1ba65b9cc973","Burunga",19,"Female","Mjita","O_level","Yes","3",1,"Men Young_girl Women",1,1,"NA","NA","1","1","NA","1",4,"Few_times","Yes","Yes","No_conflict","Weather",4,"Yes","0_15","9","2","None","","","","","","","Chicken","NA","NA","NA","NA","NA","20","NA","NA","Disease","Night_contained Day_none","NA","NA","NA_noMedLV","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1581.9,4.5,"uuid:4c6e2b44-152a-4070-a54f-1ba65b9cc973",0,0,0,0,0,0,0,0,0,0,0,"hyena",311,0.413993567228317,0.00803542695939541,0.161352664232254,0.0326409004628658,0.0152012882754207,2.92958641052246,106.710144042969,10098.0087890625
"1988",312,338,"NA","uuid:5cbfdadc-773f-4e25-bec2-22edd9d46faa","Kebosongo",30,"Male","Mkurya","Primary","Yes","2",1,"Men Women",1,1,"NA","NA","1","NA","NA","1",4,"Few_times","Yes","No","No_conflict","Weather",1,"Yes","0_15","8","2","Guarding Shouting","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1572.7,4.9,"uuid:5cbfdadc-773f-4e25-bec2-22edd9d46faa",0,0,0,0,0,0,0,0,0,0,0,"hyena",312,0.518631219863892,0.0180837363004684,0.133333340287209,0.0374718196690083,0.00550724659115076,2.94471979141235,42.3043479919434,6755.4453125
"1989",313,339,"NA","uuid:b31e38bf-7f58-4cef-8f01-5ff0ba7f0b44","Kazi",27,"Male","Mwikoma","O_level","Yes","6",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",6,"No","45_60","8","5","Guarding Fire Shouting Chasing","","Elephant Other","Bushpig","Elephant","","Often","Cattle Sheep Goat Dog Chicken","17","4","4","NA","2","34","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1531,3.3,"uuid:b31e38bf-7f58-4cef-8f01-5ff0ba7f0b44",1,0,0,0,1,0,0,0,0,0,0,"hyena",313,0.508566856384277,0.0195652171969414,0.140322059392929,0.036296296864748,0.00579710165038705,3.19608306884766,22,4173.83935546875
"1990",314,340,"NA","uuid:181c3842-5d4e-48bc-a3c2-bf10492e8907","Rwamchanga",28,"Male","Mwikoma","Primary","Yes","4",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","Crop_damage","Wildlife",2,"No","30_45","8","2","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Sometimes","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1447.2,4.8,"uuid:181c3842-5d4e-48bc-a3c2-bf10492e8907",1,0,0,0,0,0,0,0,0,0,0,"hyena",314,0.288985520601273,0.0447826087474823,0.401143312454224,0.0469082109630108,0.00884057953953743,3.44614553451538,9.84057998657227,1052.91467285156
"1991",315,341,"NA","uuid:bd9f7800-153f-4771-8fa8-a2e219eadfdc","Miseke",43,"Male","Msukuma","None","No","5",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","1","NA","1",4,"Few_times","Yes","Yes","Crop_damage","Wildlife",3,"Yes","0_15","9","3","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Sometimes","Cattle Dog","52","NA","NA","NA","3","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1489.7,5,"uuid:bd9f7800-153f-4771-8fa8-a2e219eadfdc",1,0,0,0,0,0,0,0,0,0,0,"hyena",315,0.327809989452362,0.0459903366863728,0.328421890735626,0.0505475029349327,0.00835748761892319,3.49630284309387,12.0724639892578,1564.52514648438
"1992",316,342,"NA","uuid:72c0d33e-a8d0-462a-8fb4-2ed158b08adc","Miseke",39,"Male","Mwikoma","Primary","Yes","14",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",30,"No","30_45","9","3","Guarding Fire Shouting Chasing","","Baboon Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","25","34","23","NA","5","12","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat","NA","3","NA","NA","NA","NA","Hyena","NA","Hyena","NA","","Often","","","",1508.6,2.8,"uuid:72c0d33e-a8d0-462a-8fb4-2ed158b08adc",1,1,0,0,0,0,0,1,0,0,1,"hyena",316,0.307552337646484,0.0459903366863728,0.31172302365303,0.0525925941765308,0.00657004816457629,3.60771441459656,12.7681159973145,1824.19152832031
"1993",317,343,"NA","uuid:0442868c-7ecd-496f-bb06-310b93f99557","Kisangura",25,"Female","Mkurya","Primary","Yes","5",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","1","NA","1",4,"Few_times","Yes","Yes","No_conflict","Weather",2,"Yes","0_15","9","2","None","","","","","","","Chicken","NA","NA","NA","NA","NA","3","NA","NA","Disease","Night_contained Day_none","NA","NA","NA_noMedLV","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1608,4.4,"uuid:0442868c-7ecd-496f-bb06-310b93f99557",0,0,0,0,0,0,0,0,0,0,0,"hyena",317,0.471900165081024,0.0254267305135727,0.204041868448257,0.040756843984127,0.00982286594808102,2.79928588867188,90.5072479248047,10132.451171875
"1994",318,344,"NA","uuid:ccf1daef-c46c-49db-9337-a897d5c0c1f0","Kisangura",32,"Male","Mkurya","Primary","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","2","NA","1",4,"Few_times","Yes","Yes","No_conflict","Weather",2,"Yes","0_15","9","3","Guarding","","","","","","","Cattle Sheep Dog Chicken","5","2","NA","NA","2","5","NA","NA","Grazing_land","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1569.4,4.6,"uuid:ccf1daef-c46c-49db-9337-a897d5c0c1f0",0,0,0,0,0,0,0,0,0,0,0,"hyena",318,0.502109527587891,0.0220450889319181,0.198228657245636,0.0398872792720795,0.00964573305100203,2.75993967056274,59.1594200134277,8878.7607421875
"1995",319,345,"NA","uuid:c8b442b6-1e76-4c26-a7d4-3a1ece451bbe","Kisangura",45,"Male","Mkurya","None","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","No_conflict","Weather",6,"Yes","0_15","9","3","None","","","","","","","Cattle Sheep Goat Dog Chicken","6","3","4","NA","3","12","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1618.1,5,"uuid:c8b442b6-1e76-4c26-a7d4-3a1ece451bbe",0,0,0,0,0,0,0,0,0,0,0,"hyena",319,0.479404389858246,0.0205717198550701,0.206217244267464,0.0377837158739567,0.0089343786239624,2.76924729347229,51.6956520080566,7615.76025390625
"1996",320,346,"NA","uuid:073b0587-278c-4422-896d-c163a6ead5dc","Kisangura",23,"Female","Mkurya","Primary","Yes","5",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","2","NA","1",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",5,"No","30_45","9","3","Guarding","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","15","25","12","NA","1","5","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","15","NA","NA","NA","Hyena","NA","Hyena","NA","","Rarely","","","Hyena",1579.9,4.9,"uuid:073b0587-278c-4422-896d-c163a6ead5dc",1,0,0,0,0,0,0,1,0,0,1,"hyena",320,0.471610307693481,0.0211594197899103,0.202077299356461,0.0399838984012604,0.0117713361978531,2.80648517608643,54.1594200134277,8308.9560546875
"1997",321,347,"NA","uuid:7d42af72-0963-4ef0-95d0-c97779d11e52","Kisangura",24,"Female","Mkurya","Primary","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","1","NA","2",2,"Never","Yes","Yes","Livestock_loss_med Structure","Weather",3,"Yes","0_15","9","4","None","","","","","","","Cattle Sheep Goat Dog Chicken","21","25","6","NA","3","15","NA","NA","Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","8","6","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","Hyena",1575.4,4.4,"uuid:7d42af72-0963-4ef0-95d0-c97779d11e52",0,0,0,0,0,0,0,1,0,0,1,"hyena",321,0.494702100753784,0.0192109495401382,0.189210951328278,0.0415942035615444,0.0120772942900658,2.85890364646912,61.2463760375977,9690.0771484375
"1998",322,348,"NA","uuid:54e2792a-ec90-4443-8179-1772ff925fb2","Kibeyo",26,"Female","Mkurya","Primary","Yes","4",1,"Young_boy Adolesc_boy Men Women",1,1,"1","1","1","NA","NA","1",2,"Once_or_twice","Yes","No","No_conflict","Weather",3,"Yes","0_15","9","2","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1573.9,3.4,"uuid:54e2792a-ec90-4443-8179-1772ff925fb2",0,0,0,0,0,0,0,0,0,0,0,"hyena",322,0.482190012931824,0.0147181963548064,0.18375201523304,0.0406602248549461,0.0126892114058137,2.99032974243164,65.9710159301758,8530.4931640625
"1999",323,349,"NA","uuid:356734b7-a76f-4bac-b925-f4e9fd6fda05","Bwitengi",54,"Female","Mwikoma","Primary","Yes","9",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","Crop_damage","Wildlife",3,"No","30_45","9","3","Guarding","","Elephant","","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1550.2,4.2,"uuid:356734b7-a76f-4bac-b925-f4e9fd6fda05",1,0,0,0,0,0,0,0,0,0,0,"hyena",323,0.428727865219116,0.0232689213007689,0.200837358832359,0.0413687601685524,0.00983896944671869,3.0004711151123,31.3768119812012,4660.53173828125
"2000",324,350,"NA","uuid:66171208-1d84-48b1-99db-32d33e8b4abb","Bwitengi",25,"Male","Mwikizu","O_level","Yes","3",1,"Men Young_girl Women",1,1,"NA","NA","1","1","NA","1",4,"Once_or_twice","Yes","No","Crop_damage","Weather",10,"No","30_45","9","5","Guarding","","Elephant","","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1632.6,3.8,"uuid:66171208-1d84-48b1-99db-32d33e8b4abb",1,0,0,0,0,0,0,0,0,0,0,"hyena",324,0.416618347167969,0.0194363929331303,0.252914667129517,0.0394041873514652,0.00925925932824612,3.0193018913269,31.6956520080566,4494.5517578125
"2001",325,351,"NA","uuid:aa93e0eb-953e-428c-844b-c8335114747f","Bwitengi",32,"Male","Mwikoma","O_level","Yes","4",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","1","NA","1",4,"Once_or_twice","Yes","Yes","Crop_damage Structure","Wildlife",5,"Yes","0_15","9","3","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog","35","25","6","NA","6","NA","NA","NA","Grazing_land","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1520.5,4.6,"uuid:aa93e0eb-953e-428c-844b-c8335114747f",1,0,0,0,0,0,0,0,0,0,0,"hyena",325,0.400225430727005,0.0212721414864063,0.28185185790062,0.0432367138564587,0.0087439613416791,3.11702275276184,28.3768119812012,3636.2421875
"2002",326,352,"NA","uuid:c8339093-a3be-4e2c-bec7-7f295699ddaf","Bwitengi",52,"Male","Mwikoma","Primary","Yes","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","No_conflict","Weather",5,"Yes","0_15","9","3","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1507.3,3.7,"uuid:c8339093-a3be-4e2c-bec7-7f295699ddaf",0,0,0,0,0,0,0,0,0,0,0,"hyena",326,0.409275352954865,0.0222222227603197,0.250241547822952,0.0451046712696552,0.00798711739480495,3.17297005653381,27.594202041626,3009.42431640625
"2003",327,353,"NA","uuid:f333e030-b4f3-4913-a030-e0615940542e","Bwitengi",36,"Male","Mwikoma","O_level","Yes","6",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","No","No_conflict","Weather",5,"Yes","0_15","8","3","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1421.2,4.6,"uuid:f333e030-b4f3-4913-a030-e0615940542e",0,0,0,0,0,0,0,0,0,0,0,"hyena",327,0.427020937204361,0.0194847024977207,0.223285019397736,0.0399355888366699,0.00867954920977354,3.08285427093506,33.0579719543457,4344.158203125
"2004",328,354,"NA","uuid:8d0d2a7d-28cd-472e-b313-17d869b19d18","Kisangura",25,"Male","Mkurya","Primary","Yes","7",1,"Men Young_girl Adolesc_girl Women",1,1,"NA","NA","2","2","1","2",4,"Frequently","Yes","Yes","Crop_damage","Weather",4,"Yes","0_15","9","3","Guarding","","Elephant","","Elephant","","Sometimes","Cattle","6","NA","NA","NA","NA","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1606.2,4.7,"uuid:8d0d2a7d-28cd-472e-b313-17d869b19d18",1,0,0,0,0,0,0,0,0,0,0,"hyena",328,0.417793869972229,0.0217874404042959,0.239983901381493,0.0363446064293385,0.00611916277557611,2.77856993675232,44.2173919677734,6387.03076171875
